s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 5.5440000E+003, 4.8200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001921E-003
 5.5560000E+003, 4.8300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999812E-003
 5.5680000E+003, 4.8400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019547E-003
 5.5800000E+003, 4.8500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010545E-003
 5.5920000E+003, 4.8600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003858E-003
 5.6040000E+003, 4.8700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005819E-003
 5.6160000E+003, 4.8800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000371E-003
 5.6280000E+003, 4.8900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019602E-003
 5.6400000E+003, 4.9000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5030150E-003
 5.6520000E+003, 4.9100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008943E-003
 5.6640000E+003, 4.9200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003952E-003
 5.6760000E+003, 4.9300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022462E-003
 5.6880000E+003, 4.9400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000804E-003
 5.7000000E+003, 4.9500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019863E-003
 5.7120000E+003, 4.9600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019719E-003
 5.7240000E+003, 4.9700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005372E-003
 5.7360000E+003, 4.9800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005288E-003
 5.7480000E+003, 4.9900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021232E-003
 5.7600000E+003, 5.0000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011137E-003
 5.7720000E+003, 5.0100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4991416E-003
 5.7840000E+003, 5.0200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997754E-003
 5.7960000E+003, 5.0300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010224E-003
 5.8080000E+003, 5.0400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014098E-003
 5.8200000E+003, 5.0500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022303E-003
 5.8320000E+003, 5.0600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020138E-003
 5.8440000E+003, 5.0700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994876E-003
 5.8560000E+003, 5.0800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998438E-003
 5.8680000E+003, 5.0900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012599E-003
 5.8800000E+003, 5.1000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005367E-003
 5.8920000E+003, 5.1100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000645E-003
 5.9040000E+003, 5.1200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008697E-003
 5.9160000E+003, 5.1300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996198E-003
 5.9280000E+003, 5.1400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011775E-003
 5.9400000E+003, 5.1500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999113E-003
 5.9520000E+003, 5.1600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002806E-003
 5.9640000E+003, 5.1700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015295E-003
 5.9760000E+003, 5.1800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015090E-003
 5.9880000E+003, 5.1900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012250E-003
 6.0000000E+003, 5.2000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003630E-003
 6.0120000E+003, 5.2100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022760E-003
 6.0240000E+003, 5.2200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007379E-003
 6.0360000E+003, 5.2300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994759E-003
 6.0480000E+003, 5.2400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022238E-003
 6.0600000E+003, 5.2500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021274E-003
 6.0720000E+003, 5.2600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004445E-003
 6.0840000E+003, 5.2700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003914E-003
 6.0960000E+003, 5.2800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010680E-003
 6.1080000E+003, 5.2900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021120E-003
 6.1200000E+003, 5.3000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009106E-003
 6.1320000E+003, 5.3100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5018992E-003
 6.1440000E+003, 5.3200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5018061E-003
 6.1560000E+003, 5.3300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011146E-003
 6.1680000E+003, 5.3400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993204E-003
 6.1800000E+003, 5.3500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008217E-003
 6.1920000E+003, 5.3600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997712E-003
 6.2040000E+003, 5.3700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010988E-003
 6.2160000E+003, 5.3800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012580E-003
 6.2280000E+003, 5.3900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021456E-003
 6.2400000E+003, 5.4000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006415E-003
 6.2520000E+003, 5.4100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996683E-003
 6.2640000E+003, 5.4200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010797E-003
 6.2760000E+003, 5.4300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008576E-003
 6.2880000E+003, 5.4400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010927E-003
 6.3000000E+003, 5.4500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008697E-003
 6.3120000E+003, 5.4600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999602E-003
 6.3240000E+003, 5.4700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006434E-003
 6.3360000E+003, 5.4800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001069E-003
 6.3480000E+003, 5.4900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993325E-003
 6.3600000E+003, 5.5000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014638E-003
 6.3720000E+003, 5.5100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999109E-003
 6.3840000E+003, 5.5200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022867E-003
 6.3960000E+003, 5.5300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999067E-003
 6.4080000E+003, 5.5400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009167E-003
 6.4200000E+003, 5.5500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009903E-003
 6.4320000E+003, 5.5600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008566E-003
 6.4440000E+003, 5.5700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999961E-003
 6.4560000E+003, 5.5800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015137E-003
 6.4680000E+003, 5.5900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000296E-003
 6.4800000E+003, 5.6000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995062E-003
 6.4920000E+003, 5.6100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5026699E-003
 6.5040000E+003, 5.6200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006485E-003
 6.5160000E+003, 5.6300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020012E-003
 6.5280000E+003, 5.6400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010857E-003
 6.5400000E+003, 5.6500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011127E-003
 6.5520000E+003, 5.6600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008496E-003
 6.5640000E+003, 5.6700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011803E-003
 6.5760000E+003, 5.6800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005460E-003
 6.5880000E+003, 5.6900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009516E-003
 6.6000000E+003, 5.7000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023938E-003
 6.6120000E+003, 5.7100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014066E-003
 6.6240000E+003, 5.7200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017661E-003
 6.6360000E+003, 5.7300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014145E-003
 6.6480000E+003, 5.7400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999109E-003
 6.6600000E+003, 5.7500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011868E-003
 6.6720000E+003, 5.7600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5025037E-003
 6.6840000E+003, 5.7700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019337E-003
 6.6960000E+003, 5.7800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017391E-003
 6.7080000E+003, 5.7900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014997E-003
 6.7200000E+003, 5.8000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006447E-003
 6.7320000E+003, 5.8100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020627E-003
 6.7440000E+003, 5.8200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012287E-003
 6.7560000E+003, 5.8300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008408E-003
 6.7680000E+003, 5.8400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5018676E-003
 6.7800000E+003, 5.8500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000780E-003
 6.7920000E+003, 5.8600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001553E-003
 6.8040000E+003, 5.8700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995523E-003
 6.8160000E+003, 5.8800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000878E-003
 6.8280000E+003, 5.8900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4992380E-003
 6.8400000E+003, 5.9000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009749E-003
 6.8520000E+003, 5.9100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011593E-003
 6.8640000E+003, 5.9200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011914E-003
 6.8760000E+003, 5.9300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015817E-003
 6.8880000E+003, 5.9400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011621E-003
 6.9000000E+003, 5.9500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010522E-003
 6.9120000E+003, 5.9600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001861E-003
 6.9240000E+003, 5.9700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001861E-003
 6.9360000E+003, 5.9800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003882E-003
 6.9480000E+003, 5.9900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000329E-003
 6.9600000E+003, 6.0000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010159E-003
 6.9720000E+003, 6.0100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002592E-003
 6.9840000E+003, 6.0200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998038E-003
 6.9960000E+003, 6.0300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011742E-003
 7.0080000E+003, 6.0400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008757E-003
 7.0200000E+003, 6.0500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010177E-003
 7.0320000E+003, 6.0600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021242E-003
 7.0440000E+003, 6.0700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006890E-003
 7.0560000E+003, 6.0800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006983E-003
 7.0680000E+003, 6.0900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012343E-003
 7.0800000E+003, 6.1000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006629E-003
 7.0920000E+003, 6.1100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021530E-003
 7.1040000E+003, 6.1200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015696E-003
 7.1160000E+003, 6.1300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017186E-003
 7.1280000E+003, 6.1400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023463E-003
 7.1400000E+003, 6.1500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010005E-003
 7.1520000E+003, 6.1600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010312E-003
 7.1640000E+003, 6.1700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004007E-003
 7.1760000E+003, 6.1800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011304E-003
 7.1880000E+003, 6.1900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000557E-003
 7.2000000E+003, 6.2000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019449E-003
 7.2120000E+003, 6.2100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004035E-003
 7.2240000E+003, 6.2200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002825E-003
 7.2360000E+003, 6.2300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015174E-003
 7.2480000E+003, 6.2400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007146E-003
 7.2600000E+003, 6.2500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013940E-003
 7.2720000E+003, 6.2600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011910E-003
 7.2840000E+003, 6.2700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5032222E-003
 7.2960000E+003, 6.2800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016552E-003
 7.3080000E+003, 6.2900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013297E-003
 7.3200000E+003, 6.3000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996501E-003
 7.3320000E+003, 6.3100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015034E-003
 7.3440000E+003, 6.3200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010415E-003
 7.3560000E+003, 6.3300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001595E-003
 7.3680000E+003, 6.3400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997488E-003
 7.3800000E+003, 6.3500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015570E-003
 7.3920000E+003, 6.3600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996836E-003
 7.4040000E+003, 6.3700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009041E-003
 7.4160000E+003, 6.3800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002187E-003
 7.4280000E+003, 6.3900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011654E-003
 7.4400000E+003, 6.4000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009223E-003
 7.4520000E+003, 6.4100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014392E-003
 7.4640000E+003, 6.4200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016324E-003
 7.4760000E+003, 6.4300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000562E-003
 7.4880000E+003, 6.4400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004142E-003
 7.5000000E+003, 6.4500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015812E-003
 7.5120000E+003, 6.4600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010555E-003
 7.5240000E+003, 6.4700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013689E-003
 7.5360000E+003, 6.4800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017917E-003
 7.5480000E+003, 6.4900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002741E-003
 7.5600000E+003, 6.5000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4987476E-003
 7.5720000E+003, 6.5100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009903E-003
 7.5840000E+003, 6.5200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5024990E-003
 7.5960000E+003, 6.5300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008250E-003
 7.6080000E+003, 6.5400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000203E-003
 7.6200000E+003, 6.5500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998936E-003
 7.6320000E+003, 6.5600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007286E-003
 7.6440000E+003, 6.5700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006890E-003
 7.6560000E+003, 6.5800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006434E-003
 7.6680000E+003, 6.5900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003304E-003
 7.6800000E+003, 6.6000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993889E-003
 7.6920000E+003, 6.6100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017544E-003
 7.7040000E+003, 6.6200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009078E-003
 7.7160000E+003, 6.6300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012175E-003
 7.7280000E+003, 6.6400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009153E-003
 7.7400000E+003, 6.6500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002019E-003
 7.7520000E+003, 6.6600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011113E-003
 7.7640000E+003, 6.6700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011137E-003
 7.7760000E+003, 6.6800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006131E-003
 7.7880000E+003, 6.6900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001246E-003
 7.8000000E+003, 6.7000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002205E-003
 7.8120000E+003, 6.7100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998652E-003
 7.8240000E+003, 6.7200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001376E-003
 7.8360000E+003, 6.7300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009167E-003
 7.8480000E+003, 6.7400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001251E-003
 7.8600000E+003, 6.7500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011924E-003
 7.8720000E+003, 6.7600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017786E-003
 7.8840000E+003, 6.7700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017088E-003
 7.8960000E+003, 6.7800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4982648E-003
 7.9080000E+003, 6.7900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006354E-003
 7.9200000E+003, 6.8000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012091E-003
 7.9320000E+003, 6.8100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014000E-003
 7.9440000E+003, 6.8200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009027E-003
 7.9560000E+003, 6.8300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008366E-003
 7.9680000E+003, 6.8400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005605E-003
 7.9800000E+003, 6.8500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998378E-003
 7.9920000E+003, 6.8600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003928E-003
 8.0040000E+003, 6.8700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005209E-003
 8.0160000E+003, 6.8800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016147E-003
 8.0280000E+003, 6.8900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001870E-003
 8.0400000E+003, 6.9000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4990103E-003
 8.0520000E+003, 6.9100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014475E-003
 8.0640000E+003, 6.9200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003789E-003
 8.0760000E+003, 6.9300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007030E-003
 8.0880000E+003, 6.9400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005945E-003
 8.1000000E+003, 6.9500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5027584E-003
 8.1120000E+003, 6.9600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5036273E-003
 8.1240000E+003, 6.9700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013032E-003
 8.1360000E+003, 6.9800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997968E-003
 8.1480000E+003, 6.9900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011281E-003
 8.1600000E+003, 7.0000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4988464E-003
 8.1720000E+003, 7.0100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008184E-003
 8.1840000E+003, 7.0200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003542E-003
 8.1960000E+003, 7.0300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010261E-003
 8.2080000E+003, 7.0400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017004E-003
 8.2200000E+003, 7.0500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020790E-003
 8.2320000E+003, 7.0600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002145E-003
 8.2440000E+003, 7.0700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995663E-003
 8.2560000E+003, 7.0800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007998E-003
 8.2680000E+003, 7.0900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012874E-003
 8.2800000E+003, 7.1000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010177E-003
 8.2920000E+003, 7.1100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000045E-003
 8.3040000E+003, 7.1200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009917E-003
 8.3160000E+003, 7.1300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009558E-003
